Наименование способа доставки  , Номер заказа, Дата создания заказа, Условия, Продажи руб, ASP  , UPT
"Самовывоз, доставка в магазин",     10451367, 10/1/2022           , old    , 1 598      , 799  , "  2,0   "
"Самовывоз, доставка в магазин",     10451399, 10/1/2022           , old    , 1 199      , 1 199, "  1,0   "
Курьер: стандартная доставка   ,     10450987, 10/2/2022           , old    , 1 240      , 620  , "  2,0   "
Курьер: стандартная доставка   ,     10451266, 10/2/2022           , old    , 3 545      , 709  , "  5,0   "
Курьер: стандартная доставка   ,     10451266, 10/2/2022           , old    , 1 798      , 450  , "  4,0   "
Курьер: стандартная доставка   ,     10451274, 10/2/2022           , old    , 3 063      , 438  , "  7,0   "
Курьер: стандартная доставка   ,     10451283, 10/2/2022           , old    , 3 351      , 372  , "  9,0   "
Курьер: стандартная доставка   ,     10451292, 10/2/2022           , old    , 968        , 484  , "  2,0   "
Курьер: стандартная доставка   ,     10451292, 10/2/2022           , old    , 1 698      , 849  , "  2,0   "
Курьер: стандартная доставка   ,     10451296, 10/2/2022           , old    , 1 398      , 466  , "  3,0   "
Курьер: стандартная доставка   ,     10451302, 10/2/2022           , old    , 898        , 449  , "  2,0   "
Курьер: стандартная доставка   ,     10451306, 10/2/2022           , old    , 2 244      , 321  , "  7,0   "
Курьер: стандартная доставка   ,     10451321, 10/2/2022           , old    , 2 068      , 1 034, "  2,0   "
Курьер: стандартная доставка   ,     10451321, 10/2/2022           , old    , 3 998      , 1 999, "  2,0   "
Курьер: стандартная доставка   ,     10451321, 10/2/2022           , old    , 2 499      , 833  , "  3,0   "
Курьер: стандартная доставка   ,     10451323, 10/2/2022           , old    , 1 697      , 339  , "  5,0   "
Курьер: стандартная доставка   ,     10451324, 10/2/2022           , old    , 3 594      , 513  , "  7,0   "
Курьер: стандартная доставка   ,     10451332, 10/2/2022           , old    , 8 083      , 1 155, "  7,0   "
Курьер: стандартная доставка   ,     10451335, 10/2/2022           , old    , 1 098      , 549  , "  2,0   "
Курьер: стандартная доставка   ,     10451337, 10/2/2022           , old    , 3 145      , 629  , "  5,0   "
Курьер: стандартная доставка   ,     10451346, 10/2/2022           , old    , 2 698      , 1 349, "  2,0   "
Курьер: стандартная доставка   ,     10451356, 10/2/2022           , old    , 1 398      , 466  , "  3,0   "
Курьер: стандартная доставка   ,     10451365, 10/2/2022           , old    , 1 147      , 382  , "  3,0   "
Курьер: стандартная доставка   ,     10451365, 10/2/2022           , old    , 3 397      , 679  , "  5,0   "
Курьер: стандартная доставка   ,     10451365, 10/2/2022           , old    , 2 420      , 605  , "  4,0   "
Курьер: стандартная доставка   ,     10451372, 10/2/2022           , old    , 5 613      , 802  , "  7,0   "
Курьер: стандартная доставка   ,     10451374, 10/2/2022           , old    , 7 148      , 2 383, "  3,0   "
Курьер: стандартная доставка   ,     10451377, 10/2/2022           , old    , 3 199      , 3 199, "  1,0   "
Курьер: стандартная доставка   ,     10451383, 10/2/2022           , old    , 4 997      , 1 666, "  3,0   "
Курьер: стандартная доставка   ,     10451386, 10/2/2022           , old    , 1 098      , 549  , "  2,0   "
Курьер: стандартная доставка   ,     10451404, 10/2/2022           , old    , 3 199      , 3 199, "  1,0   "
Курьер: стандартная доставка   ,     10451423, 10/2/2022           , old    , 3 646      , 912  , "  4,0   "
Курьер: стандартная доставка   ,     10451426, 10/2/2022           , old    , 1 746      , 349  , "  5,0   "
Курьер: стандартная доставка   ,     10451426, 10/2/2022           , old    , 5 548      , 1 387, "  4,0   "
Курьер: стандартная доставка   ,     10451429, 10/2/2022           , old    , 1 221      , 305  , "  4,0   "
Курьер: стандартная доставка   ,     10451429, 10/2/2022           , old    , 3 171      , 453  , "  7,0   "
Курьер: стандартная доставка   ,     10451436, 10/2/2022           , old    , 898        , 449  , "  2,0   "
Курьер: стандартная доставка   ,     10451441, 10/2/2022           , old    , 1 472      , 245  , "  6,0   "
Курьер: стандартная доставка   ,     10451446, 10/2/2022           , old    , 3 497      , 1 166, "  3,0   "
Курьер: стандартная доставка   ,     10451446, 10/2/2022           , old    , 6 196      , 516  , "  12,0   "
Курьер: стандартная доставка   ,     10451450, 10/2/2022           , old    , 1 188      , 594  , "  2,0   "
Курьер: стандартная доставка   ,     10451452, 10/2/2022           , old    , 998        , 499  , "  2,0   "
Курьер: стандартная доставка   ,     10451460, 10/2/2022           , old    , 2 059      , 686  , "  3,0   "
Курьер: стандартная доставка   ,     10451479, 10/2/2022           , old    , 1 398      , 699  , "  2,0   "
Курьер: стандартная доставка   ,     10451484, 10/2/2022           , old    , 3 347      , 1 116, "  3,0   "
Курьер: стандартная доставка   ,     10451484, 10/2/2022           , old    , 1 448      , 483  , "  3,0   "
Курьер: стандартная доставка   ,     10451495, 10/2/2022           , old    , 3 197      , 1 066, "  3,0   "
Курьер: стандартная доставка   ,     10451495, 10/2/2022           , old    , 10 413     , 1 488, "  7,0   "
Курьер: стандартная доставка   ,     10451495, 10/2/2022           , old    , 3 499      , 1 166, "  3,0   "
Курьер: стандартная доставка   ,     10451503, 10/2/2022           , old    , 4 575      , 915  , "  5,0   "
Курьер: стандартная доставка   ,     10451504, 10/2/2022           , old    , 5 897      , 1 966, "  3,0   "
Курьер: стандартная доставка   ,     10451504, 10/2/2022           , old    , 6 398      , 2 133, "  3,0   "
Курьер: стандартная доставка   ,     10451508, 10/2/2022           , old    , 1 945      , 389  , "  5,0   "
Курьер: стандартная доставка   ,     10451509, 10/2/2022           , old    , 4 830      , 483  , "  10,0   "
Курьер: стандартная доставка   ,     10451513, 10/2/2022           , old    , 5 897      , 1 966, "  3,0   "
Курьер: стандартная доставка   ,     10451513, 10/2/2022           , old    , 3 407      , 1 136, "  3,0   "
Курьер: стандартная доставка   ,     10451518, 10/2/2022           , old    , 3 196      , 799  , "  4,0   "
Курьер: стандартная доставка   ,     10451524, 10/2/2022           , old    , 4 398      , 2 199, "  2,0   "
Курьер: стандартная доставка   ,     10451525, 10/2/2022           , old    , 5 298      , 2 649, "  2,0   "
Курьер: стандартная доставка   ,     10451544, 10/2/2022           , old    , 998        , 499  , "  2,0   "
Курьер: стандартная доставка   ,     10451549, 10/2/2022           , old    , 898        , 299  , "  3,0   "
